ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
104,12.857645184135976,0,0.041683481,0,31.29,5,1985,1,2,3,898.83
1132,7.365,0,0.042560252,1,226.172,8,1997,2,0,1,3169.208
1344,18.35,0,0.014081156,2,223.5746,3,2009,1,2,2,3589.9936
216,5.465,1,0.0,2,132.5626,3,2009,1,2,2,262.3252
661,18.6,0,0.152918384,1,99.8358,2,2007,2,1,1,1910.1802
20,13.85,0,0.030969274,0,140.9154,2,2007,2,1,1,1701.7848
797,14.0,1,0.060376776,1,154.5656,1,1987,0,2,1,2471.4496
631,14.0,1,0.04192285,1,54.764,1,1987,0,2,1,1331.6
824,12.857645184135976,0,0.077367431,1,97.0094,5,1985,1,2,3,1808.9786
1037,5.905,0,0.045838211,2,222.5456,3,2009,1,2,2,3315.684
47,7.27,0,0.071077939,0,114.2518,8,1997,2,0,1,2618.5914
1109,6.155,1,0.094659871,1,214.556,8,1997,2,0,1,2769.728
113,19.5,1,0.077608838,0,233.4958,2,2007,2,1,1,5375.0034
750,15.2,0,0.021327477,2,216.8824,2,2007,2,1,1,2838.9712
611,12.15,1,0.042485444,2,125.0046,3,2009,1,2,2,1743.0644
1278,12.857645184135976,0,0.025578526,2,198.8084,5,1985,1,2,3,5555.4352
1075,12.6,0,0.0489808,1,61.9194,3,2009,1,2,2,619.194
1401,14.5,0,0.019471688,2,164.821,6,2004,2,1,1,2120.573
568,16.6,0,0.122918852,1,173.0738,2,2007,2,1,1,3823.0236
627,11.8,1,0.057373797,1,151.4366,1,1987,0,2,1,1360.2294
892,13.1,1,0.044155597,1,178.8318,1,1987,0,2,1,3969.4996
488,17.7,0,0.291865402,1,115.1834,0,1998,2,2,0,345.5502
857,17.85,0,0.0,1,196.5794,0,1998,2,2,0,585.2382
215,12.3,1,0.064750025,1,92.6804,7,2002,2,1,1,1010.6844
1499,11.8,0,0.098312421,2,81.4618,0,1998,2,2,0,161.1236
142,12.857645184135976,1,0.191013663,0,42.1112,4,1985,2,0,0,42.6112
707,11.1,0,0.176573035,2,157.4604,7,2002,2,1,1,3010.7476
797,12.857645184135976,1,0.060134441,1,153.0656,5,1985,1,2,3,6024.1584
1049,11.3,0,0.007294652,1,198.1426,7,2002,2,1,1,988.713
1426,12.857645184135976,0,0.128478462,2,117.944,4,1985,2,0,0,239.688
1008,5.75,1,0.075107656,2,112.8176,1,1987,0,2,1,1374.2112
926,12.857645184135976,1,0.049381406,2,226.8062,5,1985,1,2,3,4739.8302
578,11.35,1,0.045165796,1,100.0016,3,2009,1,2,2,1012.016
694,12.857645184135976,1,0.09415375,1,165.7526,4,1985,2,0,0,657.8104
1523,14.0,0,0.028907832,2,130.431,9,1999,1,0,1,778.986
319,19.75,1,0.018059621,1,179.766,7,2002,2,1,1,2336.958
1277,6.525,0,0.090436094,2,85.0882,9,1999,1,0,1,2233.0932
1029,10.3,0,0.146399712,1,103.9648,9,1999,1,0,1,1661.8368
616,5.78,1,0.074264356,1,264.7568,9,1999,1,0,1,4745.8224
150,11.85,1,0.050186726,1,164.1526,7,2002,2,1,1,3124.5994
951,16.35,0,0.020631654,1,50.1324,3,2009,1,2,2,467.3916
1530,12.857645184135976,0,0.01561108,2,182.5976,5,1985,1,2,3,5070.7328
932,10.5,0,0.041395445,1,37.6164,8,1997,2,0,1,540.6296
221,19.0,1,0.097313129,1,48.0718,8,1997,2,0,1,992.7078
1420,14.6,0,0.059582996,2,238.8538,9,1999,1,0,1,6008.845
343,12.857645184135976,1,0.098663652,2,62.9194,5,1985,1,2,3,2105.2596
1157,12.857645184135976,1,0.101338651,2,232.63,5,1985,1,2,3,5359.69
1402,18.75,0,0.052146456,2,104.628,7,2002,2,1,1,745.696
340,5.26,1,0.041764487,2,161.8868,6,2004,2,1,1,3275.736
688,18.25,0,0.054344186,1,140.2154,7,2002,2,1,1,1701.7848
484,12.857645184135976,0,0.078362484,2,177.937,5,1985,1,2,3,6704.606
480,15.1,0,0.052339069,1,242.7512,8,1997,2,0,1,4119.9704
371,15.5,1,0.042464962,2,81.5934,0,1998,2,2,0,327.5736
424,13.65,0,0.065732883,1,45.7402,9,1999,1,0,1,780.9834
44,16.1,0,0.023625114,0,189.3846,7,2002,2,1,1,3630.6074
903,12.857645184135976,1,0.051643608,1,107.3622,4,1985,2,0,0,317.5866
1150,12.85,0,0.165694219,1,39.7164,0,1998,2,2,0,231.6984
104,9.5,0,0.041878397,0,32.99,6,2004,2,1,1,133.16
13,13.8,0,0.058091482,2,245.1802,6,2004,2,1,1,5650.6446
616,5.78,1,0.0,1,263.7568,2,2007,2,1,1,2636.568
1298,19.7,0,0.026903714,2,96.0726,7,2002,2,1,1,1272.3438
1558,14.65,0,0.0,2,161.5552,0,1998,2,2,0,324.9104
323,6.67,1,0.150554711,1,130.0626,0,1998,2,2,0,131.1626
854,6.11,1,0.0,1,131.2968,0,1998,2,2,0,260.9936
753,13.65,1,0.134975628,1,260.0936,0,1998,2,2,0,260.9936
1129,17.2,0,0.15616879,1,160.6578,1,1987,0,2,1,3690.5294
175,6.32,0,0.0,1,40.2822,6,2004,2,1,1,1139.1838
1185,4.88,1,0.133700752,2,52.9298,9,1999,1,0,1,1995.4026
277,5.425,1,0.115119905,2,88.3514,2,2007,2,1,1,1416.8224
448,15.85,1,0.110030997,1,37.2506,8,1997,2,0,1,265.6542
937,7.5,0,0.051038045,2,121.7072,2,2007,2,1,1,3552.7088
91,12.65,0,0.062837968,0,161.5578,1,1987,0,2,1,2406.867
1424,12.857645184135976,0,0.017116983,2,211.956,4,1985,2,0,0,213.056
1082,20.75,0,0.024129332,1,124.173,1,1987,0,2,1,2956.152
43,12.857645184135976,0,0.049754975,2,152.134,4,1985,2,0,0,153.134
907,9.0,0,0.0,2,79.7644,6,2004,2,1,1,1649.8524
1137,12.857645184135976,0,0.101561568,2,181.9292,5,1985,1,2,3,3101.2964
1536,12.857645184135976,0,0.005949644,2,165.6526,5,1985,1,2,3,4769.1254
413,12.857645184135976,1,0.13956116,1,170.4764,5,1985,1,2,3,3435.528
614,14.1,0,0.126035694,1,86.4198,7,2002,2,1,1,1133.8574
365,7.55,0,0.027164679,2,152.334,6,2004,2,1,1,2603.278
1294,13.0,0,0.099325278,2,45.406,8,1997,2,0,1,605.878
126,12.857645184135976,0,0.04357366,0,192.8846,5,1985,1,2,3,2293.0152
904,12.857645184135976,1,0.082741482,1,118.7782,4,1985,2,0,0,119.1782
215,12.3,1,0.064565202,1,92.9804,1,1987,0,2,1,1929.4884
1133,12.857645184135976,0,0.084554569,1,109.8912,5,1985,1,2,3,2074.6328
1499,12.857645184135976,0,0.058451805,2,79.9618,5,1985,1,2,3,241.6854
1472,17.25,0,0.113748685,2,251.3724,7,2002,2,1,1,6795.1548
1469,15.85,0,0.020603511,2,42.7112,2,2007,2,1,1,639.168
1505,18.85,0,0.052044976,2,192.1846,6,2004,2,1,1,3248.4382
1211,16.35,1,0.062764429,1,227.6062,2,2007,2,1,1,7222.5984
100,14.1,0,0.087977262,2,229.0668,6,2004,2,1,1,3225.1352
553,7.905,0,0.010010425,1,249.0408,6,2004,2,1,1,3755.112
1186,12.0,0,0.033946163,2,179.3976,1,1987,0,2,1,3440.8544
1002,12.15,1,0.058414678,1,163.4552,6,2004,2,1,1,974.7312
606,10.1,0,0.027106459,1,75.367,9,1999,1,0,1,535.969
359,17.5,0,0.027022883,1,262.491,2,2007,2,1,1,5259.82
40,12.857645184135976,0,0.058153409,2,152.034,4,1985,2,0,0,306.268
591,17.1,0,0.128937661,1,112.3886,3,2009,1,2,2,1779.0176
1042,7.785,0,0.088846306,1,61.451,9,1999,1,0,1,759.012
526,11.8,1,0.09357779,1,125.9704,1,1987,0,2,1,1877.556
397,13.15,1,0.165694678,1,171.8764,7,2002,2,1,1,3779.0808
777,12.857645184135976,0,0.148392623,1,41.5796,4,1985,2,0,0,41.2796
1077,8.5,0,0.098438394,2,51.1324,2,2007,2,1,1,259.662
1343,8.645,0,0.143303291,2,96.341,1,1987,0,2,1,193.082
1169,17.6,1,0.076276208,1,110.9202,7,2002,2,1,1,1687.803
877,9.1,0,0.175103435,2,127.5362,2,2007,2,1,1,4655.9394
538,12.8,1,0.023511371,1,225.9404,1,1987,0,2,1,4950.8888
102,7.63,0,0.06105276,0,95.4436,6,2004,2,1,1,1418.154
409,9.285,1,0.049559042,1,246.4144,2,2007,2,1,1,1225.072
1197,13.6,1,0.119418124,2,231.03,7,2002,2,1,1,5359.69
653,8.895,0,0.072545601,1,176.237,7,2002,2,1,1,1764.37
1477,16.35,0,0.090486828,2,195.211,1,1987,0,2,1,2553.343
410,17.6,0,0.056245075,1,43.3454,1,1987,0,2,1,1006.6896
407,7.975,0,0.014618973,2,85.225,1,1987,0,2,1,1081.925
429,15.85,0,0.043479126,1,36.7164,2,2007,2,1,1,308.9312
635,15.7,0,0.045166237,1,178.666,1,1987,0,2,1,2516.724
1070,8.985,1,0.057827101,1,128.831,8,1997,2,0,1,1428.141
889,20.35,0,0.089394766,2,260.1594,1,1987,0,2,1,2093.2752
815,6.59,0,0.10550944,1,85.6908,1,1987,0,2,1,1929.4884
573,19.85,0,0.005234153,2,264.0884,6,2004,2,1,1,5829.7448
593,16.85,0,0.036390174,1,91.4488,8,1997,2,0,1,2082.6224
441,12.857645184135976,0,0.03292824,1,173.1738,5,1985,1,2,3,7298.4996
1210,16.75,0,0.081252534,1,256.4988,1,1987,0,2,1,7452.9652
1169,17.6,1,0.076552407,1,110.5202,2,2007,2,1,1,450.0808
553,7.905,0,0.016758569,1,250.4408,0,1998,2,2,0,500.6816
1223,12.857645184135976,0,0.044248175,1,126.202,5,1985,1,2,3,3668.558
1239,7.785,1,0.038288087,1,103.1964,3,2009,1,2,2,736.3748
1552,7.825,0,0.186032678,2,253.0698,6,2004,2,1,1,6088.0752
1315,12.857645184135976,0,0.031867464,2,101.0016,5,1985,1,2,3,2125.2336
35,20.75,0,0.021370201,0,153.0024,2,2007,2,1,1,2277.036
511,12.857645184135976,0,0.193772568,1,190.3846,4,1985,2,0,0,573.2538
949,6.26,1,0.009866049,1,151.1366,6,2004,2,1,1,2267.049
321,18.2,0,0.082551042,1,147.3734,0,1998,2,2,0,296.9468
1294,13.0,0,0.099729888,2,46.306,3,2009,1,2,2,559.272
232,20.25,1,0.018801549,1,222.1772,6,2004,2,1,1,5559.43
1498,8.695,0,0.119721451,2,95.5094,9,1999,1,0,1,1237.7222
47,7.27,0,0.071222087,0,113.5518,7,2002,2,1,1,569.259
633,12.857645184135976,1,0.060371962,1,174.0712,5,1985,1,2,3,3866.9664
368,12.85,0,0.033287541,1,198.4768,7,2002,2,1,1,1379.5376
447,7.075,0,0.05858462,2,142.7128,3,2009,1,2,2,1869.5664
1066,12.857645184135976,1,0.11679292,2,196.211,5,1985,1,2,3,5499.508
1214,8.195,0,0.031452265,2,94.3462,9,1999,1,0,1,925.462
563,7.09,0,0.00721395,2,47.9034,6,2004,2,1,1,583.2408
1398,6.095,0,0.081196619,2,141.4154,8,1997,2,0,1,1418.154
337,19.35,1,0.049916364,1,80.2644,2,2007,2,1,1,942.7728
996,6.15,0,0.04627095,2,99.3384,8,1997,2,0,1,2364.9216
1027,12.857645184135976,1,0.02747716,2,87.9856,5,1985,1,2,3,3251.7672
1032,12.857645184135976,1,0.104704537,1,125.2678,4,1985,2,0,0,254.3356
1465,17.7,0,0.012540003,2,167.0474,6,2004,2,1,1,5895.659
706,17.85,0,0.147023834,1,93.7436,3,2009,1,2,2,1134.5232
36,9.395,0,0.159657596,0,224.972,7,2002,2,1,1,7696.648
140,15.75,0,0.141398626,0,250.5382,2,2007,2,1,1,2775.7202
205,7.475,0,0.148821808,1,241.2854,7,2002,2,1,1,5317.0788
823,7.075,0,0.0,1,98.0068,3,2009,1,2,2,874.8612
1135,6.445,0,0.029691762,2,92.6436,8,1997,2,0,1,1039.9796
1131,19.1,0,0.096715523,1,235.0958,6,2004,2,1,1,3038.0454
303,20.25,1,0.014790559,2,193.6162,6,2004,2,1,1,3848.324
145,15.0,1,0.054378253,2,59.1904,8,1997,2,0,1,527.3136
894,6.67,1,0.123428594,1,89.1514,8,1997,2,0,1,2390.8878
646,12.857645184135976,1,0.029943463,2,60.222,5,1985,1,2,3,1677.816
211,16.7,1,0.052368061,1,112.7176,1,1987,0,2,1,801.6232
385,7.07,0,0.093861144,1,115.5834,7,2002,2,1,1,1267.0174
169,6.48,0,0.033968647,1,148.0076,7,2002,2,1,1,886.8456
240,19.0,1,0.173154079,1,228.272,0,1998,2,2,0,452.744
230,13.35,0,0.139735226,1,147.5392,7,2002,2,1,1,3877.6192
1190,12.857645184135976,0,0.043351896,1,146.6418,5,1985,1,2,3,4414.254
141,12.857645184135976,0,0.042086652,0,122.4388,5,1985,1,2,3,5448.9072
1146,9.695,1,0.12848269,2,223.9404,9,1999,1,0,1,4950.8888
18,15.0,0,0.049357077,0,62.6168,2,2007,2,1,1,958.752
271,11.15,1,0.008326735,2,149.9708,2,2007,2,1,1,1956.1204
223,20.85,0,0.021362955,1,103.2306,9,1999,1,0,1,2404.2038
1368,9.8,0,0.151420934,2,194.3478,0,1998,2,2,0,387.4956
1059,16.35,0,0.032511818,1,165.0842,1,1987,0,2,1,994.7052
1242,9.6,1,0.022323658,1,101.299,7,2002,2,1,1,1754.383
1521,12.857645184135976,0,0.019292355,2,129.9994,5,1985,1,2,3,3340.9844
1065,13.35,0,0.048124443,1,216.7166,7,2002,2,1,1,3918.8988
73,20.7,0,0.09261307,2,76.367,1,1987,0,2,1,306.268
690,12.857645184135976,0,0.094697274,2,158.4604,5,1985,1,2,3,4278.4308
1011,16.2,0,0.035984104,1,260.6278,7,2002,2,1,1,4425.5726
689,12.857645184135976,1,0.056596985,1,230.9984,5,1985,1,2,3,9267.936
263,12.857645184135976,0,0.2047,1,76.867,4,1985,2,0,0,229.701
691,12.857645184135976,1,0.020618324,1,129.3994,5,1985,1,2,3,2055.9904
1433,5.5,0,0.04709821,2,101.3016,8,1997,2,0,1,3339.6528
778,15.1,1,0.087584126,1,221.7456,7,2002,2,1,1,6410.3224
373,15.7,1,0.038078899,1,122.9046,2,2007,2,1,1,1992.0736
617,7.895,1,0.095102092,1,104.4332,2,2007,2,1,1,2870.9296
1206,12.857645184135976,1,0.011953902,2,164.5184,5,1985,1,2,3,2807.0128
839,17.35,1,0.062799379,2,88.183,1,1987,0,2,1,539.298
1542,7.285,0,0.031125709,2,174.3054,1,1987,0,2,1,4377.635
1544,20.25,0,0.026005891,2,180.9976,7,2002,2,1,1,2716.464
520,12.857645184135976,0,0.09246392,1,190.9504,4,1985,2,0,0,383.5008
83,15.85,0,0.107765165,0,59.5904,9,1999,1,0,1,703.0848
597,6.17,0,0.010647477,1,66.3826,9,1999,1,0,1,1937.478
1430,19.5,0,0.015749341,2,182.2608,9,1999,1,0,1,3307.6944
1275,19.2,0,0.077628053,2,197.611,9,1999,1,0,1,3142.576
1137,16.7,0,0.0,2,181.2292,3,2009,1,2,2,2554.0088
773,20.85,1,0.056695731,1,104.0648,3,2009,1,2,2,1869.5664
866,14.5,1,0.063993068,1,260.4594,7,2002,2,1,1,5494.8474
939,11.395,1,0.069529262,1,233.1616,1,1987,0,2,1,6093.4016
77,7.97,0,0.034452949,0,174.0422,8,1997,2,0,1,2586.633
973,7.71,1,0.06670068,1,55.2956,9,1999,1,0,1,1255.6988
446,19.25,1,0.034699737,2,141.7496,8,1997,2,0,1,4093.3384
447,7.075,0,0.058346939,2,142.2128,8,1997,2,0,1,3163.8816
677,12.857645184135976,1,0.065203103,1,166.0816,5,1985,1,2,3,5033.448
455,11.6,1,0.078929571,1,79.9276,8,1997,2,0,1,1137.1864
539,12.857645184135976,0,0.182514881,1,98.77,5,1985,1,2,3,2696.49
134,12.1,0,0.016895293,0,178.566,3,2009,1,2,2,898.83
1426,10.0,0,0.073379745,2,118.244,8,1997,2,0,1,2756.412
1166,14.35,0,0.08075758,2,81.896,7,2002,2,1,1,878.856
